image_id,cafe_name,filename,github_url,upload_timestamp
17,베이커스트 브라운,image_17_0b1e5b19.jpg,https://raw.githubusercontent.com/Coffice-Official/Coffice-Operating-Tool/main/cafe-image/image_17_0b1e5b19.jpg?token=ACOL254S2UVGZOPR277ZTDLJBCZL6,2025-11-03 22:47:47
18,베이커스트 브라운,image_18_56cd9992.jpg,https://raw.githubusercontent.com/Coffice-Official/Coffice-Operating-Tool/main/cafe-image/image_18_56cd9992.jpg?token=ACOL252WEGBXRGBQPJ4T6SDJBCZME,2025-11-03 22:47:50
19,베이커스트 브라운,image_19_114bba9b.jpg,https://raw.githubusercontent.com/Coffice-Official/Coffice-Operating-Tool/main/cafe-image/image_19_114bba9b.jpg?token=ACOL255OC4SJU67RMQZOH5DJBCZMK,2025-11-03 22:47:53
20,베이커스트 브라운,image_20_5a74112d.jpg,https://raw.githubusercontent.com/Coffice-Official/Coffice-Operating-Tool/main/cafe-image/image_20_5a74112d.jpg?token=ACOL25ZZ54VPQYX5AMPGBADJBCZMM,2025-11-03 22:47:54
21,베이커스트 브라운,image_21_174d5a41.jpg,https://raw.githubusercontent.com/Coffice-Official/Coffice-Operating-Tool/main/cafe-image/image_21_174d5a41.jpg?token=ACOL254YKILZ63DVBLIMBCLJBCZMQ,2025-11-03 22:47:57
22,어퍼앤언더,image_22_7ab90ab3.jpg,https://raw.githubusercontent.com/Coffice-Official/Coffice-Operating-Tool/main/cafe-image/image_22_7ab90ab3.jpg?token=ACOL254HSUTXON3EZW5LJPDJBCZMW,2025-11-03 22:47:59
23,어퍼앤언더,image_23_b81db3e2.jpg,https://raw.githubusercontent.com/Coffice-Official/Coffice-Operating-Tool/main/cafe-image/image_23_b81db3e2.jpg?token=ACOL253IKKOYLFDU7U2WYGDJBCZM2,2025-11-03 22:48:02
24,어퍼앤언더,image_24_3f0c6a72.jpg,https://raw.githubusercontent.com/Coffice-Official/Coffice-Operating-Tool/main/cafe-image/image_24_3f0c6a72.jpg?token=ACOL252I4PZBWCF6H3KWDTTJBCZM6,2025-11-03 22:48:03
25,어퍼앤언더,image_25_1de21610.jpg,https://raw.githubusercontent.com/Coffice-Official/Coffice-Operating-Tool/main/cafe-image/image_25_1de21610.jpg?token=ACOL2526XO7BO5VWLF6JT3TJBCZNE,2025-11-03 22:48:06
26,어퍼앤언더,image_26_c6c05c26.jpg,https://raw.githubusercontent.com/Coffice-Official/Coffice-Operating-Tool/main/cafe-image/image_26_c6c05c26.jpg?token=ACOL25YZ5MKRJLFKPXSVQYLJBCZNK,2025-11-03 22:48:09
27,어퍼앤언더,image_27_65b2b3e0.jpg,https://raw.githubusercontent.com/Coffice-Official/Coffice-Operating-Tool/main/cafe-image/image_27_65b2b3e0.jpg?token=ACOL255ARZCLNWRA54AEFCLJBCZNO,2025-11-03 22:48:11
28,어퍼앤언더,image_28_8d2b7d06.jpg,https://raw.githubusercontent.com/Coffice-Official/Coffice-Operating-Tool/main/cafe-image/image_28_8d2b7d06.jpg?token=ACOL255YMC25STEE2BPJXXTJBCZNS,2025-11-03 22:48:13
29,썸띵어바웃커피,image_29_1da02340.jpg,https://raw.githubusercontent.com/Coffice-Official/Coffice-Operating-Tool/main/cafe-image/image_29_1da02340.jpg?token=ACOL2554CSBOF6H334VRF23JBCZNU,2025-11-03 22:48:14
30,썸띵어바웃커피,image_30_4a5dfbc7.jpg,https://raw.githubusercontent.com/Coffice-Official/Coffice-Operating-Tool/main/cafe-image/image_30_4a5dfbc7.jpg?token=ACOL254BJ7VAQJGPSIO7E5TJBCZNY,2025-11-03 22:48:16
31,썸띵어바웃커피,image_31_5faa73d6.jpg,https://raw.githubusercontent.com/Coffice-Official/Coffice-Operating-Tool/main/cafe-image/image_31_5faa73d6.jpg?token=ACOL253NCQPVT2ASN2H4H5TJBCZN6,2025-11-03 22:48:19
32,썸띵어바웃커피,image_32_a3c9cd71.jpg,https://raw.githubusercontent.com/Coffice-Official/Coffice-Operating-Tool/main/cafe-image/image_32_a3c9cd71.jpg?token=ACOL2573NC4HTRPOTVDXDDDJBCZOC,2025-11-03 22:48:21
33,썸띵어바웃커피,image_33_bf4a2a97.jpg,https://raw.githubusercontent.com/Coffice-Official/Coffice-Operating-Tool/main/cafe-image/image_33_bf4a2a97.jpg?token=ACOL255YKGLF2NCD7EEYFPDJBCZOG,2025-11-03 22:48:23
34,썸띵어바웃커피,image_34_40f4c7f3.jpg,https://raw.githubusercontent.com/Coffice-Official/Coffice-Operating-Tool/main/cafe-image/image_34_40f4c7f3.jpg?token=ACOL257GRB32L6BRAVRBTB3JBCZOK,2025-11-03 22:48:25
35,썸띵어바웃커피,image_35_75e9f16a.jpg,https://raw.githubusercontent.com/Coffice-Official/Coffice-Operating-Tool/main/cafe-image/image_35_75e9f16a.jpg?token=ACOL25YDRJXQWNNDEW7K5G3JBCZOO,2025-11-03 22:48:27
41,공차 강남글라스점,image_41_8c49b11f.jpg,https://raw.githubusercontent.com/Coffice-Official/Coffice-Operating-Tool/main/cafe-image/image_41_8c49b11f.jpg?token=ACOL253J5GHW7FF2AXH4W63JBCZOU,2025-11-03 22:48:31
42,평화다방 강남역점,image_42_e0cf2cf7.jpg,https://raw.githubusercontent.com/Coffice-Official/Coffice-Operating-Tool/main/cafe-image/image_42_e0cf2cf7.jpg?token=ACOL253GMYAQAVCCM3HBD2TJBCZOY,2025-11-03 22:48:33
43,평화다방 강남역점,image_43_d5d02a7c.jpg,https://raw.githubusercontent.com/Coffice-Official/Coffice-Operating-Tool/main/cafe-image/image_43_d5d02a7c.jpg?token=ACOL25Y5KN4EMXTU6FFDZRTJBCZO6,2025-11-03 22:48:35
44,커피빈 강남역12번출구점,image_44_11d45da7.jpg,https://raw.githubusercontent.com/Coffice-Official/Coffice-Operating-Tool/main/cafe-image/image_44_11d45da7.jpg?token=ACOL255IXCVIXWVZ7E354IDJBCZPQ,2025-11-03 22:48:44
45,커피빈 강남역12번출구점,image_45_7bfde85c.jpg,https://raw.githubusercontent.com/Coffice-Official/Coffice-Operating-Tool/main/cafe-image/image_45_7bfde85c.jpg?token=ACOL25544JGBJV5PC4SRSGTJBCZPU,2025-11-03 22:48:46
46,커피빈 강남역12번출구점,image_46_d5bd959b.jpg,https://raw.githubusercontent.com/Coffice-Official/Coffice-Operating-Tool/main/cafe-image/image_46_d5bd959b.jpg?token=ACOL254MVDDSKECGXXVZD5TJBCZPY,2025-11-03 22:48:48
47,커피빈 강남역12번출구점,image_47_ca99cb14.jpg,https://raw.githubusercontent.com/Coffice-Official/Coffice-Operating-Tool/main/cafe-image/image_47_ca99cb14.jpg?token=ACOL25YFFTXGHDOK7A5AU4TJBCZP2,2025-11-03 22:48:49
48,알베르,image_48_b027ed3f.jpg,https://raw.githubusercontent.com/Coffice-Official/Coffice-Operating-Tool/main/cafe-image/image_48_b027ed3f.jpg?token=ACOL25Z3UCB3LZGUUZQN5V3JBCZP6,2025-11-03 22:48:51
49,센터커피 강남점,image_49_1bc2bb70.jpg,https://raw.githubusercontent.com/Coffice-Official/Coffice-Operating-Tool/main/cafe-image/image_49_1bc2bb70.jpg?token=ACOL2576TQHZJKNY7WYKXVLJBCZQE,2025-11-03 22:48:54
50,알베르,image_50_aaa581b7.jpg,https://raw.githubusercontent.com/Coffice-Official/Coffice-Operating-Tool/main/cafe-image/image_50_aaa581b7.jpg?token=ACOL25YCOZETTLGK6HDFP23JBCZQI,2025-11-03 22:48:56
51,센터커피 강남점,image_51_807c3a9e.jpg,https://raw.githubusercontent.com/Coffice-Official/Coffice-Operating-Tool/main/cafe-image/image_51_807c3a9e.jpg?token=ACOL25ZZFI4JSRXSDL72WETJBCZQK,2025-11-03 22:48:57
52,알베르,image_52_b82de8f6.jpg,https://raw.githubusercontent.com/Coffice-Official/Coffice-Operating-Tool/main/cafe-image/image_52_b82de8f6.jpg?token=ACOL252TGUVJGRAZABOIHE3JBCZQO,2025-11-03 22:48:59
53,알베르,image_53_04b5e4cf.jpg,https://raw.githubusercontent.com/Coffice-Official/Coffice-Operating-Tool/main/cafe-image/image_53_04b5e4cf.jpg?token=ACOL254GKPHBZQFPWRMOJZDJBCZQU,2025-11-03 22:49:02
54,알베르,image_54_619d5cbe.jpg,https://raw.githubusercontent.com/Coffice-Official/Coffice-Operating-Tool/main/cafe-image/image_54_619d5cbe.jpg?token=ACOL254YZELDQHPSQPZOHPLJBCZQY,2025-11-03 22:49:05
55,알베르,image_55_3046b00b.jpg,https://raw.githubusercontent.com/Coffice-Official/Coffice-Operating-Tool/main/cafe-image/image_55_3046b00b.jpg?token=ACOL25642DVWKCRK7LTR2KDJBCZRA,2025-11-03 22:49:08
56,그레이스케일커피,image_56_a6bcf435.jpg,https://raw.githubusercontent.com/Coffice-Official/Coffice-Operating-Tool/main/cafe-image/image_56_a6bcf435.jpg?token=ACOL252EOQQPTWQNCSYJG5LJBCZRE,2025-11-03 22:49:10
57,그레이스케일커피,image_57_05ab93bc.jpg,https://raw.githubusercontent.com/Coffice-Official/Coffice-Operating-Tool/main/cafe-image/image_57_05ab93bc.jpg?token=ACOL2535UXHBRNEQP2CKOILJBCZRK,2025-11-03 22:49:13
58,그레이스케일커피,image_58_d543465d.jpg,https://raw.githubusercontent.com/Coffice-Official/Coffice-Operating-Tool/main/cafe-image/image_58_d543465d.jpg?token=ACOL2536UCLPTA7QMG7ODSTJBCZRQ,2025-11-03 22:49:16
59,그레이스케일커피,image_59_9caec31c.jpg,https://raw.githubusercontent.com/Coffice-Official/Coffice-Operating-Tool/main/cafe-image/image_59_9caec31c.jpg?token=ACOL252D4FPMPRZDQASJ2CDJBCZRS,2025-11-03 22:49:18
60,센터커피 강남점,image_60_ee9b3a37.jpg,https://raw.githubusercontent.com/Coffice-Official/Coffice-Operating-Tool/main/cafe-image/image_60_ee9b3a37.jpg?token=ACOL253JMQQNGFAB4OE7TZDJBCZRW,2025-11-03 22:49:19
61,그레이스케일커피,image_61_455febee.jpg,https://raw.githubusercontent.com/Coffice-Official/Coffice-Operating-Tool/main/cafe-image/image_61_455febee.jpg?token=ACOL253U72GUEGUGK2EDTDLJBCZR4,2025-11-03 22:49:22
62,센터커피 강남점,image_62_6df72fe8.jpg,https://raw.githubusercontent.com/Coffice-Official/Coffice-Operating-Tool/main/cafe-image/image_62_6df72fe8.jpg?token=ACOL254KY66CI2YWFZFS6KDJBCZSA,2025-11-03 22:49:24
63,그레이스케일커피,image_63_6556fbee.jpg,https://raw.githubusercontent.com/Coffice-Official/Coffice-Operating-Tool/main/cafe-image/image_63_6556fbee.jpg?token=ACOL257NKEKEH55IDB7JCLDJBCZSE,2025-11-03 22:49:26
64,센터커피 강남점,image_64_c3d2fadc.jpg,https://raw.githubusercontent.com/Coffice-Official/Coffice-Operating-Tool/main/cafe-image/image_64_c3d2fadc.jpg?token=ACOL256LTUEIVHN6TJ5BSWTJBCZSI,2025-11-03 22:49:28
65,그레이스케일커피,image_65_ae7bc97c.jpg,https://raw.githubusercontent.com/Coffice-Official/Coffice-Operating-Tool/main/cafe-image/image_65_ae7bc97c.jpg?token=ACOL255YAVE2BANIMOVL2YDJBCZSM,2025-11-03 22:49:30
66,센터커피 강남점,image_66_51aa28e5.jpg,https://raw.githubusercontent.com/Coffice-Official/Coffice-Operating-Tool/main/cafe-image/image_66_51aa28e5.jpg?token=ACOL252WLNV6O4KCFE4KOX3JBCZSQ,2025-11-03 22:49:32
67,그레이스케일커피,image_67_c62fa8a7.jpg,https://raw.githubusercontent.com/Coffice-Official/Coffice-Operating-Tool/main/cafe-image/image_67_c62fa8a7.jpg?token=ACOL253ENPXHPHIYYEAFPA3JBCZSU,2025-11-03 22:49:35
68,크라프트카페,image_68_62590e5b.jpg,https://raw.githubusercontent.com/Coffice-Official/Coffice-Operating-Tool/main/cafe-image/image_68_62590e5b.jpg?token=ACOL25ZWW63MJ4R466ELA63JBCZS2,2025-11-03 22:49:37
69,크라프트카페,image_69_ca3c48bd.jpg,https://raw.githubusercontent.com/Coffice-Official/Coffice-Operating-Tool/main/cafe-image/image_69_ca3c48bd.jpg?token=ACOL256DACWMKA55FSLNC7LJBCZS6,2025-11-03 22:49:40
70,센터커피 강남점,image_70_c30d0a5d.jpg,https://raw.githubusercontent.com/Coffice-Official/Coffice-Operating-Tool/main/cafe-image/image_70_c30d0a5d.jpg?token=ACOL255WHZBPRQ2JLSJWBDTJBCZTG,2025-11-03 22:49:43
71,크라프트카페,image_71_66de0fbf.jpg,https://raw.githubusercontent.com/Coffice-Official/Coffice-Operating-Tool/main/cafe-image/image_71_66de0fbf.jpg?token=ACOL2533J3AGEYAUJDULEZTJBCZTK,2025-11-03 22:49:45
72,센터커피 강남점,image_72_0f31b0b8.jpg,https://raw.githubusercontent.com/Coffice-Official/Coffice-Operating-Tool/main/cafe-image/image_72_0f31b0b8.jpg?token=ACOL257BHNLLFXYISJSVZWDJBCZTM,2025-11-03 22:49:46
73,크라프트카페,image_73_05e4692d.jpg,https://raw.githubusercontent.com/Coffice-Official/Coffice-Operating-Tool/main/cafe-image/image_73_05e4692d.jpg?token=ACOL25366C6VX3WBB57G343JBCZTS,2025-11-03 22:49:49
74,크라프트카페,image_74_6d36ee8d.jpg,https://raw.githubusercontent.com/Coffice-Official/Coffice-Operating-Tool/main/cafe-image/image_74_6d36ee8d.jpg?token=ACOL2542TAEH7TJLH5PGJ23JBCZTU,2025-11-03 22:49:50
75,크라프트카페,image_75_37593a97.jpg,https://raw.githubusercontent.com/Coffice-Official/Coffice-Operating-Tool/main/cafe-image/image_75_37593a97.jpg?token=ACOL2547GYGUUI5JXBIRJR3JBCZTY,2025-11-03 22:49:52
76,크라프트카페,image_76_861cbca7.jpg,https://raw.githubusercontent.com/Coffice-Official/Coffice-Operating-Tool/main/cafe-image/image_76_861cbca7.jpg?token=ACOL25Y4CFN5M5L23XFPNYLJBCZT4,2025-11-03 22:49:54
84,투썸플레이스 강남역중앙점,image_84_1a5c9d4f.jpeg,https://raw.githubusercontent.com/Coffice-Official/Coffice-Operating-Tool/main/cafe-image/image_84_1a5c9d4f.jpeg?token=ACOL257P25SC2GN2BR7YV3DJBCZUA,2025-11-03 22:49:56
86,투썸플레이스 강남역중앙점,image_86_8835f435.jpeg,https://raw.githubusercontent.com/Coffice-Official/Coffice-Operating-Tool/main/cafe-image/image_86_8835f435.jpeg?token=ACOL257MOFER64YZF5FC2B3JBCZUE,2025-11-03 22:49:58
88,투썸플레이스 강남역중앙점,image_88_a6d23235.jpeg,https://raw.githubusercontent.com/Coffice-Official/Coffice-Operating-Tool/main/cafe-image/image_88_a6d23235.jpeg?token=ACOL257D2ZMOCEFGIXPBI5TJBCZUG,2025-11-03 22:49:59
100,본부케,image_100_ac6328b6.jpg,https://raw.githubusercontent.com/Coffice-Official/Coffice-Operating-Tool/main/cafe-image/image_100_ac6328b6.jpg?token=ACOL255J5TDCNW26ESVTFBLJBCZUK,2025-11-03 22:50:02
101,본부케,image_101_9fe9b7ef.jpg,https://raw.githubusercontent.com/Coffice-Official/Coffice-Operating-Tool/main/cafe-image/image_101_9fe9b7ef.jpg?token=ACOL253BBNVI3JQIPJ7AM5DJBCZUO,2025-11-03 22:50:03
102,본부케,image_102_e17389bb.jpg,https://raw.githubusercontent.com/Coffice-Official/Coffice-Operating-Tool/main/cafe-image/image_102_e17389bb.jpg?token=ACOL25Z6JD4QQQ5CP4CM653JBCZUQ,2025-11-03 22:50:05
103,015 COFFEE,image_103_a12a17ec.jpg,https://raw.githubusercontent.com/Coffice-Official/Coffice-Operating-Tool/main/cafe-image/image_103_a12a17ec.jpg?token=ACOL252P5AH5JYXCBGA73ZDJBCZUY,2025-11-03 22:50:08
104,본부케,image_104_0489f50f.jpg,https://raw.githubusercontent.com/Coffice-Official/Coffice-Operating-Tool/main/cafe-image/image_104_0489f50f.jpg?token=ACOL2575WBI7D6VWXM2ZSBTJBCZU4,2025-11-03 22:50:10
106,106길 15,image_106_38b6136f.jpg,https://raw.githubusercontent.com/Coffice-Official/Coffice-Operating-Tool/main/cafe-image/image_106_38b6136f.jpg?token=ACOL25YIIF57NEPTDVZBDZDJBCZVA,2025-11-03 22:50:12
107,106길 15,image_107_92bcccf9.jpg,https://raw.githubusercontent.com/Coffice-Official/Coffice-Operating-Tool/main/cafe-image/image_107_92bcccf9.jpg?token=ACOL25ZDUXGRX4Z6IVNNAOTJBCZVE,2025-11-03 22:50:14
108,106길 15,image_108_f2c44600.jpg,https://raw.githubusercontent.com/Coffice-Official/Coffice-Operating-Tool/main/cafe-image/image_108_f2c44600.jpg?token=ACOL254JC3ICBQGC2RBLXJ3JBCZVG,2025-11-03 22:50:16
109,015 COFFEE,image_109_6c23fa99.jpg,https://raw.githubusercontent.com/Coffice-Official/Coffice-Operating-Tool/main/cafe-image/image_109_6c23fa99.jpg?token=ACOL254TYS2AYJ64D6QKF73JBCZVM,2025-11-03 22:50:18
111,까치화방 강남역점,image_111_4a3f49a2.jpg,https://raw.githubusercontent.com/Coffice-Official/Coffice-Operating-Tool/main/cafe-image/image_111_4a3f49a2.jpg?token=ACOL257YMNH6D6S2TZNKG2TJBCZVQ,2025-11-03 22:50:21
113,까치화방 강남역점,image_113_3c8a5dc6.jpg,https://raw.githubusercontent.com/Coffice-Official/Coffice-Operating-Tool/main/cafe-image/image_113_3c8a5dc6.jpg?token=ACOL2545CBX3ZMEIY2CUBR3JBCZVU,2025-11-03 22:50:22
114,015 COFFEE,image_114_5ec79372.jpg,https://raw.githubusercontent.com/Coffice-Official/Coffice-Operating-Tool/main/cafe-image/image_114_5ec79372.jpg?token=ACOL25ZQZ5XZCGZSMBXLSITJBCZVY,2025-11-03 22:50:24
117,티디에스코리아,image_117_1132da3b.jpg,https://raw.githubusercontent.com/Coffice-Official/Coffice-Operating-Tool/main/cafe-image/image_117_1132da3b.jpg?token=ACOL255WAJAUPLW3TXOP2JDJBCZV6,2025-11-03 22:50:27
118,티디에스코리아,image_118_a3d6ee7f.jpg,https://raw.githubusercontent.com/Coffice-Official/Coffice-Operating-Tool/main/cafe-image/image_118_a3d6ee7f.jpg?token=ACOL25ZD32JWAZB7DAQSY7TJBCZWC,2025-11-03 22:50:30
119,티디에스코리아,image_119_14123faa.jpg,https://raw.githubusercontent.com/Coffice-Official/Coffice-Operating-Tool/main/cafe-image/image_119_14123faa.jpg?token=ACOL253HYT33ZX2EZBTBWR3JBCZWI,2025-11-03 22:50:32
120,015 COFFEE,image_120_6338a31c.jpg,https://raw.githubusercontent.com/Coffice-Official/Coffice-Operating-Tool/main/cafe-image/image_120_6338a31c.jpg?token=ACOL257M3PIQ6TMJJKXGIRLJBCZWM,2025-11-03 22:50:34
122,015 COFFEE,image_122_ff245ca2.jpg,https://raw.githubusercontent.com/Coffice-Official/Coffice-Operating-Tool/main/cafe-image/image_122_ff245ca2.jpg?token=ACOL25ZG7IRZZKVVLXLQLI3JBCZWU,2025-11-03 22:50:38
124,할리스 강남역2점,image_124_4bab4234.jpg,https://raw.githubusercontent.com/Coffice-Official/Coffice-Operating-Tool/main/cafe-image/image_124_4bab4234.jpg?token=ACOL2562IFB6AXHNVAGHPS3JBCZW2,2025-11-03 22:50:42
127,할리스 강남역2점,image_127_434e1cef.jpg,https://raw.githubusercontent.com/Coffice-Official/Coffice-Operating-Tool/main/cafe-image/image_127_434e1cef.jpg?token=ACOL252CRTCSVRWKVS2GKB3JBCZXC,2025-11-03 22:50:45
128,스크렘,image_128_e0709b91.jpg,https://raw.githubusercontent.com/Coffice-Official/Coffice-Operating-Tool/main/cafe-image/image_128_e0709b91.jpg?token=ACOL25ZCQGLU6SITC6IA3WLJBCZXI,2025-11-03 22:50:48
129,할리스 강남역2점,image_129_299aa7cc.jpg,https://raw.githubusercontent.com/Coffice-Official/Coffice-Operating-Tool/main/cafe-image/image_129_299aa7cc.jpg?token=ACOL255HP4M5UNLU7J53DADJBCZXM,2025-11-03 22:50:50
131,할리스 강남역2점,image_131_a00f3871.jpg,https://raw.githubusercontent.com/Coffice-Official/Coffice-Operating-Tool/main/cafe-image/image_131_a00f3871.jpg?token=ACOL256W7PIX7F3FI7MNBZDJBCZXQ,2025-11-03 22:50:52
133,할리스 강남역2점,image_133_6daf0271.jpg,https://raw.githubusercontent.com/Coffice-Official/Coffice-Operating-Tool/main/cafe-image/image_133_6daf0271.jpg?token=ACOL25YPT57OOLSK7KUWMDTJBCZXU,2025-11-03 22:50:55
134,스크렘,image_134_f7f41ccb.jpg,https://raw.githubusercontent.com/Coffice-Official/Coffice-Operating-Tool/main/cafe-image/image_134_f7f41ccb.jpg?token=ACOL254PGAJIXEZBKJU5J4TJBCZXY,2025-11-03 22:50:57
135,커피빈 강남대로센터점,image_135_9f0abc92.jpg,https://raw.githubusercontent.com/Coffice-Official/Coffice-Operating-Tool/main/cafe-image/image_135_9f0abc92.jpg?token=ACOL254TN2CT24SBQXNG2LLJBCZX6,2025-11-03 22:50:59
136,가배도 신논현,image_136_4ad9f0ce.jpg,https://raw.githubusercontent.com/Coffice-Official/Coffice-Operating-Tool/main/cafe-image/image_136_4ad9f0ce.jpg?token=ACOL25YGL3EGUBSOTLXDK7TJBCZYC,2025-11-03 22:51:01
137,가배도 신논현,image_137_65b0db7e.jpg,https://raw.githubusercontent.com/Coffice-Official/Coffice-Operating-Tool/main/cafe-image/image_137_65b0db7e.jpg?token=ACOL257UYNFKTXHE23XAVL3JBCZYG,2025-11-03 22:51:03
138,가배도 신논현,image_138_f4356515.jpg,https://raw.githubusercontent.com/Coffice-Official/Coffice-Operating-Tool/main/cafe-image/image_138_f4356515.jpg?token=ACOL25ZZLP42ENF7G3TAYRDJBCZYI,2025-11-03 22:51:04
139,가배도 신논현,image_139_e0b8419f.jpg,https://raw.githubusercontent.com/Coffice-Official/Coffice-Operating-Tool/main/cafe-image/image_139_e0b8419f.jpg?token=ACOL2533KIBLEHVATFUGAIDJBCZYO,2025-11-03 22:51:07
140,커피빈 강남대로센터점,image_140_5f51cc65.jpg,https://raw.githubusercontent.com/Coffice-Official/Coffice-Operating-Tool/main/cafe-image/image_140_5f51cc65.jpg?token=ACOL256JIWM3EBUXFBHOAJLJBCZYS,2025-11-03 22:51:09
141,가배도 신논현,image_141_14c8bd5a.jpg,https://raw.githubusercontent.com/Coffice-Official/Coffice-Operating-Tool/main/cafe-image/image_141_14c8bd5a.jpg?token=ACOL25YPIJVICOFCEWDOB2DJBCZYU,2025-11-03 22:51:10
142,커피빈 강남대로센터점,image_142_1f2b83cd.jpg,https://raw.githubusercontent.com/Coffice-Official/Coffice-Operating-Tool/main/cafe-image/image_142_1f2b83cd.jpg?token=ACOL25ZADQXLCVJDHSENQKLJBCZYY,2025-11-03 22:51:12
143,가배도 신논현,image_143_253aed7f.jpg,https://raw.githubusercontent.com/Coffice-Official/Coffice-Operating-Tool/main/cafe-image/image_143_253aed7f.jpg?token=ACOL25Y7GZZL5EYBNCOLOMLJBCZY4,2025-11-03 22:51:14
144,커피빈 강남대로센터점,image_144_4ebaea60.jpg,https://raw.githubusercontent.com/Coffice-Official/Coffice-Operating-Tool/main/cafe-image/image_144_4ebaea60.jpg?token=ACOL25YIYCN4INFG26MKDDTJBCZZC,2025-11-03 22:51:17
145,프레임 바이로찌,image_145_aabe4efc.jpg,https://raw.githubusercontent.com/Coffice-Official/Coffice-Operating-Tool/main/cafe-image/image_145_aabe4efc.jpg?token=ACOL253Z6LVSHEGIMHBENHLJBCZZI,2025-11-03 22:51:20
146,커피빈 강남대로센터점,image_146_83310fc0.jpg,https://raw.githubusercontent.com/Coffice-Official/Coffice-Operating-Tool/main/cafe-image/image_146_83310fc0.jpg?token=ACOL25ZDAA4UC6RFIHMM4XTJBCZZM,2025-11-03 22:51:22
147,프레임 바이로찌,image_147_5869506b.jpg,https://raw.githubusercontent.com/Coffice-Official/Coffice-Operating-Tool/main/cafe-image/image_147_5869506b.jpg?token=ACOL255LLBJMFFTFVCBQCHDJBCZZQ,2025-11-03 22:51:24
148,커피빈 강남대로센터점,image_148_9814973a.jpg,https://raw.githubusercontent.com/Coffice-Official/Coffice-Operating-Tool/main/cafe-image/image_148_9814973a.jpg?token=ACOL25ZWUTIDPFNHB235BF3JBCZZW,2025-11-03 22:51:27
149,프레임 바이로찌,image_149_8f3be767.jpg,https://raw.githubusercontent.com/Coffice-Official/Coffice-Operating-Tool/main/cafe-image/image_149_8f3be767.jpg?token=ACOL252MMBXIX3OCFAZL62DJBCZZ2,2025-11-03 22:51:29
